asset_plant_id,fleet_number,number_plate,fleet_description,owner_id,chassis_number,year_of_manufacture,colour,current_smr_index,engine_number,engine_capacity_cc,current_site_id,current_contract_id,ledger_code,tank_capacity_litres,capacity_tons,capacity_m3_loose,capacity_m3_tight,maximum_consumption,minimum_consumption,maximum_smr_on_full_tank,request_weekly_mileage,sent,current_location,plant_subcategory_id,plant_category_id,make_id,model_id,current_operator_id,track_consumption,track_smr_reading,driver_or_operator,horse_or_trailer,smr_reader_type,fuel_type,is_prime_mover,created_by
914,WP22,NULL,"Water Pump 4 inch, HATZ Diesel",1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
915,BC09,NULL,Loader Skid-Steer ( Bruce Stoddart ),1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,4,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
916,WORKSHOP,NULL,Workshop Issues,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
917,AS101,AFO2408,SUV Toyota Rav 4,1,ACA365022901,2006,NULL,1,2AZH225726,2400cc,13,102,NULL,65,NULL,NULL,NULL,11,9,NULL,1,1,Harare,NULL,2,NULL,1,2424,TRUE,TRUE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
918,AS99,AES8975,LDV SC Toyota Land-Cruiser Pickup,1,TWILB71J304801547,2017,NULL,1,1HZ02877657,4200cc,30,151,NULL,180,NULL,NULL,NULL,9,7,NULL,1,1,Harare,NULL,2,NULL,1,814,TRUE,NULL,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
919,GS23,NULL,Generator 140kVA VR Power Plant,1,NULL,NULL,NULL,1,NULL,NULL,1,121,NULL,180,NULL,NULL,NULL,6,5,NULL,0,0,Harare,NULL,14,NULL,NULL,858,TRUE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
920,TPI,TPI,Third Party Plant,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,38,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
921,AS100,AFM4238,Sedan Honda Fit,1,GE61067442,2008,NULL,1,L13A-4076353,1300cc,13,104,NULL,42,NULL,NULL,NULL,15,12,NULL,1,1,Harare,NULL,2,NULL,5,1858,TRUE,TRUE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
922,CALIBRATE,CALIBRATE,Pump Calibration,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
923,AS102,AFO2998,Sedan Honda Fit,1,GE61186902,2009,NULL,1,L13A-4205050,1300cc,17,263,NULL,42,NULL,NULL,NULL,15,12,NULL,1,1,Harare,NULL,2,NULL,5,1199,TRUE,TRUE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
924,JC06,NULL,"TLB - CAT 426F2 ( 7,9t , 1,05m3 bucket )",1,NULL,NULL,NULL,1,NULL,NULL,7,123,NULL,128,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,34,NULL,NULL,1331,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
925,PK05,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
926,PF300,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,11,8,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,TRUE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
927,PF200C,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,8,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
928,MC30,NULL,MC30 Prime,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
929,FLASHING,NULL,FLASHING,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,13,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
930,LA43,NULL,Mech Horse Scania G460 - 460hp,1,NULL,NULL,NULL,2,NULL,NULL,51,121,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,96,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
931,LA44,NULL,Mech Horse Scania G460 - 460hp,1,NULL,NULL,NULL,2,NULL,NULL,51,121,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,113,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
932,LA45,NULL,Mech Horse Scania G460 - 460hp,1,NULL,NULL,NULL,2,NULL,NULL,1,270,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,731,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
933,AS103,AFN4786,LDV SC Toyota Hilux Revo,1,MRODA8CB405868422,2021,NULL,1,1GD-4963966,2800cc,2,106,NULL,75,NULL,NULL,NULL,13,10,NULL,1,1,Harare ,NULL,2,NULL,1,149,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
934,CX11,NULL,Concrete Mixer - ATA Power  450 Ltr,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
935,RV26,NULL,"Roller Single Drum Hamm 3520 - 19,8 ton",1,NULL,NULL,NULL,1,NULL,NULL,1,60,NULL,290,NULL,NULL,NULL,12,8,NULL,0,0,Harare,NULL,31,NULL,NULL,260,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
936,PW16,NULL,Pressure Washer mounted on trailer HATZ power,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,26,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
937,PW17,NULL,Pressure Washer mounted on trailer HATZ power,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,26,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
938,PW18,NULL,Pressure Washer mounted on trailer HATZ power,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,26,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
939,WP23,NULL,"Water Pump 4 inch, HATZ Diesel",1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,DAY,DIESEL,NONE,MIGRATION
940,WP24,NULL,"Water Pump 4 inch, HATZ Diesel on Trailer",1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
941,WP25,NULL,Water Pump 3 inch Blutech,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
942,GS28,NULL,Generator 60kVA Perkins,1,NULL,NULL,NULL,1,NULL,NULL,1,152,NULL,220,NULL,NULL,NULL,3,2,NULL,0,0,Harare,NULL,14,NULL,NULL,1835,TRUE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
943,GS27,NULL,Generator 16kVa NEXUS,1,NULL,NULL,NULL,1,NULL,NULL,35,183,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,14,NULL,NULL,1835,TRUE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
944,LW18,NULL,Water Bowser PowerStar 2628 - 16 kl,1,NULL,NULL,NULL,2,NULL,NULL,1,268,NULL,300,NULL,NULL,NULL,12,8,NULL,0,0,Harare,NULL,21,NULL,NULL,2186,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
945,LF24,NULL,Lorry Flat Bed Toyota Dyna,1,NULL,NULL,NULL,4,NULL,NULL,3,61,NULL,60,NULL,NULL,NULL,10,8,NULL,0,0,Harare,NULL,18,NULL,NULL,1375,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
946,LP01,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
947,MG12,NULL,"Motor Grader Bell 670G - 19,2 t , 235 hp",1,NULL,NULL,NULL,1,NULL,NULL,1,268,NULL,305,NULL,NULL,NULL,16,12,NULL,0,0,Harare,NULL,23,NULL,NULL,623,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
948,ABY2798,ABY2798,(PVT) Driver Third Party,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
949,AS104,AFM7813,LDV SC Toyota LandCruiser Pickup,1,JTELB71J60B21930,2021,NULL,1,1HZ0966884,4200cc,NULL,76,NULL,180,NULL,NULL,NULL,9,7,NULL,1,1,Plumtree,NULL,2,NULL,1,2251,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
950,WM09,NULL,Welding Machine Ranger 14.4kVa 350D,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,3,2,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
951,RV27,NULL,Roller Pedestrian Wacker 1.6t,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,31,NULL,NULL,NULL,TRUE,TRUE,DRIVER,NONE,DAY,DIESEL,NONE,MIGRATION
952,RV28,NULL,Roller Pedestrian Wacker 1.6t,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,31,NULL,NULL,NULL,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
953,CR09,NULL,Jaw Crusher Terex J1175,1,NULL,NULL,NULL,1,NULL,NULL,0,121,NULL,430,NULL,NULL,NULL,32,26,NULL,0,0,Harare,NULL,8,NULL,NULL,1835,TRUE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
954,CR10,NULL,Cone Crusher Terex,1,NULL,NULL,NULL,1,NULL,NULL,1,184,NULL,600,NULL,NULL,NULL,36,32,NULL,0,0,Harare,NULL,8,NULL,NULL,1835,TRUE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
955,CR11,NULL,Screener Terex Finlay 6 Series,1,NULL,NULL,NULL,1,NULL,NULL,35,121,NULL,336,NULL,NULL,NULL,12,8,NULL,0,0,Harare,NULL,8,NULL,NULL,1835,TRUE,NULL,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
956,LA46,NULL,Mech Horse Scania G460 - 460hp,1,NULL,NULL,NULL,2,NULL,NULL,1,121,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,49,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
957,LA47,NULL,Mech Horse Scania G460 - 460hp,1,NULL,NULL,NULL,2,NULL,NULL,0,270,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,65,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
958,AS105,AFO3773,Sedan Honda Fit,1,GE6-1582609,2011,NULL,1,L13A-4635808,1300cc,13,102,NULL,42,NULL,NULL,NULL,15,12,NULL,1,1,Harare,NULL,2,NULL,5,1929,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
959,RAU,NULL,Raubex Plant,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,3000,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
960,AS106,ACS0279,SUV Toyota Landcruiser Prado,1,JTFBR3FJ80K102971,2018,NULL,1,1GD-8312311,2800cc,13,102,NULL,80,NULL,NULL,NULL,13,10,NULL,1,1,Harare,NULL,2,NULL,1,1359,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
961,AS107,AFR4308,LDV SC Toyota Hilux Revo,1,MR0DA8CB105872055,2021,NULL,1,1GD-1022191,2800cc,1,121,NULL,75,NULL,NULL,NULL,13,10,NULL,1,1,Harare,NULL,2,NULL,1,2426,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
962,JC07,NULL,"TLB - JCB 3DX Super ( 7,8 t , 1,1 m3 bucket )",1,NULL,NULL,NULL,1,NULL,NULL,1,61,NULL,128,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,34,NULL,NULL,1835,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
963,LA49,NULL,Mech Horse Scania R560 - 560hp,1,NULL,NULL,NULL,2,NULL,NULL,1,61,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,54,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
964,LF25,NULL,Lorry Flat Powerstar FT10,1,NULL,NULL,NULL,1,NULL,NULL,1,270,NULL,200,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,18,NULL,NULL,1374,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
965,LF26,NULL,Lorry Flat Powerstar FT10,1,NULL,NULL,NULL,2,NULL,NULL,1,68,NULL,200,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,18,NULL,NULL,620,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
966,WL10,NULL,Loader Shantui SL60,1,NULL,NULL,NULL,1,NULL,NULL,1,61,NULL,210,NULL,NULL,NULL,16,12,NULL,0,0,Harare,NULL,37,NULL,NULL,1835,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
967,LA48,NULL,Mech Horse Scania G460 - 460hp,1,NULL,NULL,NULL,2,NULL,NULL,1,121,NULL,700,NULL,NULL,NULL,17,14,NULL,0,0,Harare,NULL,15,NULL,NULL,55,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
968,AS108,AFP8325,LDV SC Toyota Hilux,1,ATHCB8DB905754196,2021,NULL,1,2GD-1018062,2400cc,1,121,NULL,80,NULL,NULL,NULL,16,13,NULL,1,1,Harare ,NULL,2,NULL,1,1996,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
969,RV29,NULL,"Roller Single Drum Hamm 3410 - 10,5 ton",1,NULL,NULL,NULL,1,NULL,NULL,1,121,NULL,290,NULL,NULL,NULL,9,5,NULL,0,0,Harare,NULL,31,NULL,NULL,271,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
970,RP07,NULL,Roller Pneumatic HAMM 18t,1,NULL,NULL,NULL,1,NULL,NULL,1,121,NULL,250,NULL,NULL,NULL,10,6,NULL,0,0,Harare,NULL,30,NULL,NULL,271,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
971,AS109,AFP7453,LDV SC Toyota Hilux,1,AHTCB8DB505754051,2021,NULL,1,2GD-4926045,2400cc,1,121,NULL,80,NULL,NULL,NULL,16,13,NULL,1,1,Harare,NULL,2,NULL,1,2420,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
972,AS110,AFN8359,TOYOTA Hilux Revo,1,MR0DA8C800587153,2021,NULL,1,1GD-501830,2800cc,2,106,NULL,80,NULL,NULL,NULL,13,10,NULL,1,1,Harare ,NULL,2,NULL,1,1981,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
973,AS111,AFO1798,Honda Fit,1,LDA5094964,2012,NULL,1,GP11096257,1300cc,1,121,NULL,42,NULL,NULL,NULL,15,12,NULL,1,1,Harare,NULL,2,NULL,5,828,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
974,LF27,NULL,Lorry Flat Powerstar FT10,1,NULL,NULL,NULL,1,NULL,NULL,1,265,NULL,200,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,18,NULL,NULL,77,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
975,RC04,NULL,Reclaimer Wirtgen WP240,1,NULL,NULL,NULL,1,NULL,NULL,1,121,NULL,1500,NULL,NULL,NULL,30,24,NULL,0,0,Harare,NULL,28,NULL,NULL,9,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
976,LF28,NULL,Lorry Flat Powerstar FT10,1,NULL,NULL,NULL,1,NULL,NULL,2,122,NULL,200,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,18,NULL,NULL,35,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
977,SFL,NULL,Straight Freight Logistics,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,3000,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
978,MB08,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,25,20,NULL,0,0,Harare,NULL,22,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
979,AS112,AFR2189,Toyota Revo Single Cab,1,MR0DA8CB105873819,2021,NULL,1,1GD-1067751,2800cc,30,151,NULL,80,NULL,NULL,NULL,13,10,NULL,1,1,Harare,NULL,2,NULL,1,1194,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
980,GS26,NULL,Generator 22kVa Perkins,1,NULL,NULL,NULL,1,NULL,NULL,1,264,NULL,60,NULL,NULL,NULL,3,2,NULL,0,0,Harare,NULL,14,NULL,NULL,NULL,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
981,GS29,NULL,Generator 6kVa Turner Morris,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,14,NULL,NULL,NULL,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
982,GS30,NULL,Generator 6kVa Turner Morris,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,14,NULL,NULL,NULL,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
983,GS31,NULL,Generator NEXUS 16 KVa,1,NULL,NULL,NULL,1,NULL,NULL,1,121,NULL,40,NULL,NULL,NULL,2,1,NULL,0,0,Harare,NULL,14,NULL,NULL,1835,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
984,JC08,NULL,"TLB - CAT 426F2 ( 7,9t , 1,05m3 bucket )",1,NULL,NULL,NULL,1,NULL,NULL,0,121,NULL,128,NULL,NULL,NULL,6,4,NULL,0,0,Harare,NULL,34,NULL,NULL,1768,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
985,LT44,NULL,Tip Truck Power Star - 18 m3,1,NULL,NULL,NULL,2,NULL,NULL,1,60,NULL,400,NULL,NULL,NULL,11,7,NULL,0,0,Harare,NULL,20,NULL,NULL,1414,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
986,LT45,NULL,Tip Truck Power Star - 18 m3,1,NULL,NULL,NULL,2,NULL,NULL,1,60,NULL,400,NULL,NULL,NULL,11,7,NULL,0,0,Harare,NULL,20,NULL,NULL,1414,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
987,LT46,NULL,Tip Truck Power Star - 18 m3,1,NULL,NULL,NULL,2,NULL,NULL,1,60,NULL,400,NULL,NULL,NULL,11,7,NULL,0,0,Harare,NULL,20,NULL,NULL,1414,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
988,LT47,NULL,Tip Truck Power Star - 18 m3,1,NULL,NULL,NULL,2,NULL,NULL,1,60,NULL,400,NULL,NULL,NULL,11,7,NULL,0,0,Harare,NULL,20,NULL,NULL,1414,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
989,LW19,NULL,Water Bowser PowerStar 2628 - 16 kl,1,NULL,NULL,NULL,2,NULL,NULL,1,68,NULL,300,NULL,NULL,NULL,12,8,NULL,0,0,Harare,NULL,21,NULL,NULL,1683,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
990,LF29,NULL,HINO DUTRO,1,NULL,NULL,NULL,2,NULL,NULL,1,121,NULL,90,NULL,NULL,NULL,8,6,NULL,0,0,Harare,NULL,18,NULL,NULL,418,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
991,AS113,AFT1536,Toyota Vanguard,1,ACA385225179,2012,NULL,1,2AZB550502,2400cc,13,102,NULL,60,NULL,NULL,NULL,11,9,NULL,1,1,Harare,NULL,2,NULL,1,2075,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
992,RV30,NULL,"Roller Single Drum Hamm 3520 - 19,8 ton",1,NULL,NULL,NULL,1,NULL,NULL,1,61,NULL,290,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,31,NULL,NULL,1835,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
993,GS32,NULL,Generator PC100-C2 - 100 kVa,1,NULL,NULL,NULL,1,NULL,NULL,1,121,NULL,400,NULL,NULL,NULL,8,6,NULL,0,0,Harare,NULL,14,NULL,NULL,1835,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
994,AS114,AFT1532,TOYOTA HILUX REVO,1,MR0DA8CB405874091,2021,NULL,1,1GD-5086993,2800cc,1,121,NULL,80,NULL,NULL,NULL,13,10,NULL,1,1,Harare,NULL,2,NULL,1,838,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
995,AS115,AFT1535,TOYOTA HILUX REVO,1,MR0DA8CB805873963,2021,NULL,1,1GD-5083781,2800cc,2,106,NULL,80,NULL,NULL,NULL,13,10,NULL,1,1,Harare,NULL,2,NULL,1,2422,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
996,AS116,AFT1531,TOYOTA HILUX REVO,1,MR0DA8CB805874093,2021,NULL,1,1GD-1074071,2800cc,1,121,NULL,80,NULL,NULL,NULL,13,10,NULL,1,1,Harare ,NULL,2,NULL,1,2428,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
997,GFL,NULL,Green Fuels Plant,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
998,RPL,NULL,Riptil Plant,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,30,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
999,MB09,NULL,Mororbike Yamaha YBR125,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,25,20,NULL,0,0,Harare,NULL,22,NULL,NULL,NULL,FALSE,TRUE,DRIVER,NONE,KILOMETER,PETROL,NONE,MIGRATION
1000,WIN,NULL,Winsten Precast Plant,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,Harare,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
1001,MG14,NULL,"Motor Grader Bell 670G , 19,2 t , 235 hp",1,NULL,NULL,NULL,1,NULL,NULL,1,61,NULL,416,NULL,NULL,NULL,22,18,NULL,0,0,Harare,NULL,23,NULL,NULL,422,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
1002,WL11,NULL,Loader Shantui SL60,1,NULL,NULL,NULL,1,NULL,NULL,1,260,NULL,210,NULL,NULL,NULL,16,12,NULL,0,0,Harare,NULL,37,NULL,NULL,203,TRUE,TRUE,DRIVER,NONE,HOUR,DIESEL,NONE,MIGRATION
1003,AS117,AFS8002,SUV Toyota RAV 4,1,ACA365030824,2012,NULL,1,2AZB580739,2400cc,13,102,NULL,60,NULL,NULL,NULL,11,9,NULL,1,1,Harare,NULL,2,NULL,1,1856,TRUE,TRUE,DRIVER,NONE,KILOMETER,DIESEL,NONE,MIGRATION
