asset_plant_service_reading_id,asset_plant_id,next_service_smr_reading,estimated_units_per_day,estimated_next_service_date,latest_smr_readings,service_interval,last_service_date,latest_smr_date,last_service_smr,service_unit,created_by,created_date,last_modified_by,last_modified_date
793,951,NULL,NULL,NULL,0,NULL,NULL,11/4/2025,NULL,DAY,MIGRATION,,,
794,952,NULL,18,19/6/2025,3891,NULL,NULL,15/11/2024,NULL,HOURS,MIGRATION,,,
795,953,5500,5,8/6/2025,5408,250,29/8/2024,19/5/2025,5250,HOURS,MIGRATION,,,
796,954,4750,3,25/7/2025,4564,250,30/7/2024,19/5/2025,4500,HOURS,MIGRATION,,,
797,955,4250,2,17/7/2025,4105,250,29/8/2024,19/5/2025,4000,HOURS,MIGRATION,,,
798,956,5750,2,4/8/2025,5565,250,6/3/2025,14/5/2025,5500,HOURS,MIGRATION,,,
799,957,5750,2,16/8/2025,5560,250,25/3/2025,20/5/2025,5500,HOURS,MIGRATION,,,
800,958,120000,29,5/9/2025,116638,10000,5/2/2025,12/5/2025,110000,KILOMETER,MIGRATION,,,
801,959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
802,960,64000,30,12/9/2025,60435,10000,14/10/2024,16/5/2025,54000,KILOMETER,MIGRATION,,,
803,961,164000,126,27/6/2025,158747,10000,25/4/2025,16/5/2025,154000,KILOMETER,MIGRATION,,,
804,962,5000,4,10/6/2025,4922,250,13/3/2025,20/5/2025,4750,HOURS,MIGRATION,,,
805,963,5000,4,1/7/2025,4844,250,9/5/2025,19/5/2025,4750,HOURS,MIGRATION,,,
806,964,204000,127,7/6/2025,201607,10000,25/3/2025,19/5/2025,194000,KILOMETER,MIGRATION,,,
807,965,747,24,23/5/2025,650,250,9/4/2025,19/5/2025,497,HOURS,MIGRATION,,,
808,966,5500,4,11/6/2025,5412,250,13/2/2025,19/5/2025,5250,HOURS,MIGRATION,,,
809,967,5500,3,26/7/2025,5330,250,27/3/2025,19/5/2025,5250,HOURS,MIGRATION,,,
810,968,140305,160,8/6/2025,136637,10000,8/4/2025,16/5/2025,130305,KILOMETER,MIGRATION,,,
811,969,2250,1,23/8/2025,2154,250,8/6/2024,19/5/2025,2000,HOURS,MIGRATION,,,
812,970,1750,1,8/2/2026,1485,250,25/7/2024,19/5/2025,1500,HOURS,MIGRATION,,,
813,971,100000,64,16/6/2025,97573,10000,9/12/2024,9/5/2025,90000,KILOMETER,MIGRATION,,,
814,972,174000,130,18/7/2025,166151,10000,10/5/2025,19/5/2025,164000,KILOMETER,MIGRATION,,,
815,973,154000,27,2/1/2026,147843,10000,6/1/2025,19/5/2025,144000,KILOMETER,MIGRATION,,,
816,974,4500,4,8/7/2025,4288,250,5/5/2025,20/5/2025,4250,HOURS,MIGRATION,,,
817,975,3500,2,3/9/2025,3313,250,15/11/2024,19/5/2025,3250,HOURS,MIGRATION,,,
818,976,232000,126,3/7/2025,226295,10000,30/4/2025,19/5/2025,222000,KILOMETER,MIGRATION,,,
819,977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
820,978,NULL,50,NULL,18008,NULL,NULL,29/11/2024,NULL,KILOMETER,MIGRATION,,,
821,979,80000,59,31/8/2025,73860,10000,11/4/2025,19/5/2025,70000,KILOMETER,MIGRATION,,,
822,980,8250,10,26/5/2025,8078,250,24/3/2025,9/5/2025,8000,HOURS,MIGRATION,,,
823,981,250,NULL,NULL,NULL,250,NULL,NULL,NULL,HOURS,MIGRATION,,,
824,982,1000,NULL,NULL,NULL,250,9/8/2022,NULL,750,HOURS,MIGRATION,,,
825,983,3130,2,29/9/2025,2876,250,9/5/2025,19/5/2025,2880,HOURS,MIGRATION,,,
826,984,5250,3,7/6/2025,5190,250,29/1/2025,19/5/2025,5000,HOURS,MIGRATION,,,
827,985,6500,5,19/6/2025,6353,250,10/5/2025,19/5/2025,6250,HOURS,MIGRATION,,,
828,986,335,4,27/6/2025,165,250,10/5/2025,19/5/2025,85,HOURS,MIGRATION,,,
829,987,6750,5,8/7/2025,6490,250,19/5/2025,19/5/2025,6500,HOURS,MIGRATION,,,
830,988,6500,5,23/6/2025,6335,250,10/5/2025,19/5/2025,6250,HOURS,MIGRATION,,,
831,989,4006,3,11/7/2025,3863,250,15/4/2025,20/5/2025,3756,HOURS,MIGRATION,,,
832,990,1250,24,20/5/2025,1238,250,8/4/2025,19/5/2025,1000,HOURS,MIGRATION,,,
833,991,98000,25,14/8/2025,95553,10000,10/9/2022,8/5/2025,88000,KILOMETER,MIGRATION,,,
834,992,3250,2,5/9/2025,2996,250,14/5/2025,19/5/2025,3000,HOURS,MIGRATION,,,
835,993,5250,2,9/7/2025,5131,250,13/1/2025,19/5/2025,5000,HOURS,MIGRATION,,,
836,994,60000,31,16/3/2026,50085,10000,4/4/2025,30/4/2025,50000,KILOMETER,MIGRATION,,,
837,995,80000,71,18/7/2025,75620,10000,8/4/2025,17/5/2025,70000,KILOMETER,MIGRATION,,,
838,996,120000,70,3/6/2025,118828,10000,12/3/2025,17/5/2025,110000,KILOMETER,MIGRATION,,,
839,997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
840,998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
841,999,38000,NULL,NULL,NULL,10000,9/11/2022,NULL,28000,KILOMETER,MIGRATION,,,
842,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
843,1001,5250,4,16/6/2025,5144,250,10/5/2025,20/5/2025,5000,HOURS,MIGRATION,,,
844,1002,4750,3,2/6/2025,4707,250,16/12/2024,19/5/2025,4500,HOURS,MIGRATION,,,
845,1003,50000,10,7/6/2025,49780,10000,28/9/2022,16/5/2025,40000,KILOMETER,MIGRATION,,,
846,1004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
847,1005,70000,70,6/7/2025,66638,10000,29/3/2025,19/5/2025,60000,KILOMETER,MIGRATION,,,
848,1006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
849,1007,8000,1,18/9/2025,7876,250,4/8/2023,17/5/2025,7750,HOURS,MIGRATION,,,
850,1008,170000,123,23/7/2025,161639,10000,5/5/2025,16/5/2025,160000,KILOMETER,MIGRATION,,,
851,1009,175000,39,22/12/2025,166289,10000,7/4/2025,13/5/2025,165000,KILOMETER,MIGRATION,,,
852,1010,1750,1,12/8/2025,1645,250,22/7/2023,19/5/2025,1500,HOURS,MIGRATION,,,
853,1011,4250,4,4/8/2025,3981,250,13/1/2025,19/5/2025,4000,HOURS,MIGRATION,,,
854,1013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
855,1014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
856,1015,NULL,NULL,NULL,1478,NULL,NULL,10/4/2025,NULL,HOURS,MIGRATION,,,
857,1016,NULL,NULL,NULL,2404,NULL,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
858,1017,750,1,4/6/2025,732,250,6/5/2024,17/5/2025,500,HOURS,MIGRATION,,,
859,1018,1000,1,24/7/2025,934,250,7/7/2024,19/5/2025,750,HOURS,MIGRATION,,,
860,1019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
861,1020,1500,3,7/8/2025,1249,250,27/3/2025,13/5/2025,1250,HOURS,MIGRATION,,,
862,1021,NULL,NULL,NULL,0,NULL,NULL,13/12/2024,NULL,DAY,MIGRATION,,,
863,1022,110000,265,8/6/2025,103883,10000,16/4/2025,16/5/2025,100000,KILOMETER,MIGRATION,,,
864,1023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
865,1024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
866,1025,750,1,9/6/2025,727,250,10/4/2024,17/5/2025,500,HOURS,MIGRATION,,,
867,1026,90000,78,20/6/2025,87233,10000,19/2/2025,16/5/2025,80000,KILOMETER,MIGRATION,,,
868,1027,8250,3,13/8/2025,7995,250,17/5/2025,19/5/2025,8000,HOURS,MIGRATION,,,
869,1028,6750,3,2/6/2025,6694,250,11/10/2024,13/5/2025,6500,HOURS,MIGRATION,,,
870,1029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
871,1030,NULL,NULL,NULL,0,NULL,NULL,16/5/2025,NULL,DAY,MIGRATION,,,
872,1031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
873,1032,165000,22,12/8/2025,163061,10000,16/5/2023,16/5/2025,155000,KILOMETER,MIGRATION,,,
874,1033,110000,55,17/11/2025,99745,10000,19/5/2025,16/5/2025,100000,KILOMETER,MIGRATION,,,
875,1034,130000,146,11/6/2025,126257,10000,28/3/2025,16/5/2025,120000,KILOMETER,MIGRATION,,,
876,1035,155000,39,1/1/2026,146016,10000,9/4/2025,16/5/2025,145000,KILOMETER,MIGRATION,,,
877,1036,210000,131,14/7/2025,202661,10000,15/5/2025,19/5/2025,200000,KILOMETER,MIGRATION,,,
878,1037,165000,500,28/5/2025,160554,10000,3/4/2025,19/5/2025,155000,KILOMETER,MIGRATION,,,
879,1038,108000,102,10/6/2025,105747,10000,8/4/2025,19/5/2025,98000,KILOMETER,MIGRATION,,,
880,1039,40000,35,16/6/2025,38917,10000,29/7/2024,16/5/2025,30000,KILOMETER,MIGRATION,,,
881,1040,110000,107,23/6/2025,106270,10000,18/3/2025,19/5/2025,100000,KILOMETER,MIGRATION,,,
882,1041,130000,138,10/7/2025,121840,10000,24/4/2025,12/5/2025,120000,KILOMETER,MIGRATION,,,
883,1042,60000,77,1/6/2025,58743,10000,8/2/2025,16/5/2025,50000,KILOMETER,MIGRATION,,,
884,1043,80000,89,29/6/2025,76382,10000,1/4/2025,19/5/2025,70000,KILOMETER,MIGRATION,,,
885,1044,260000,149,15/5/2025,256585,10000,19/3/2025,22/4/2025,250000,KILOMETER,MIGRATION,,,
886,1045,50000,67,28/8/2025,42946,10000,30/4/2025,15/5/2025,40000,KILOMETER,MIGRATION,,,
887,1046,50000,68,9/7/2025,46343,10000,28/2/2025,16/5/2025,40000,KILOMETER,MIGRATION,,,
888,1047,40000,51,18/8/2025,35335,10000,31/1/2025,19/5/2025,30000,KILOMETER,MIGRATION,,,
889,1048,110000,120,24/7/2025,101756,10000,2/5/2025,16/5/2025,100000,KILOMETER,MIGRATION,,,
890,1049,300000,261,24/5/2025,298774,10000,17/4/2025,19/5/2025,290000,KILOMETER,MIGRATION,,,
891,1050,150000,106,9/6/2025,147779,10000,10/2/2025,19/5/2025,140000,KILOMETER,MIGRATION,,,
892,1051,130000,86,7/10/2025,117654,10000,15/5/2025,16/5/2025,120000,KILOMETER,MIGRATION,,,
893,1052,50000,36,6/8/2025,47047,10000,12/9/2024,16/5/2025,40000,KILOMETER,MIGRATION,,,
894,1053,168000,500,24/5/2025,165424,10000,20/3/2025,19/5/2025,158000,KILOMETER,MIGRATION,,,
895,1054,90000,113,30/5/2025,88426,10000,25/3/2025,16/5/2025,80000,KILOMETER,MIGRATION,,,
896,1055,130000,84,9/6/2025,127950,10000,14/2/2025,16/5/2025,120000,KILOMETER,MIGRATION,,,
897,1056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILOMETER,MIGRATION,,,
898,1057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
899,1058,250,2,9/9/2025,1,250,NULL,19/5/2025,NULL,HOURS,MIGRATION,,,
900,1059,250,2,7/10/2025,1,250,NULL,13/5/2025,NULL,HOURS,MIGRATION,,,
901,1060,250,2,12/10/2025,6,250,NULL,15/5/2025,NULL,HOURS,MIGRATION,,,
902,1061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
903,1062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
904,1063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
905,1064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
906,1065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
907,1066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
908,1067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
909,1068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
910,1069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
911,1070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
912,1071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
913,1072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
914,1073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
915,1074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
916,1075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
917,1076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
918,1077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
919,1078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
920,1079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
921,1080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
922,1081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
923,1082,2250,3,18/6/2025,2145,250,18/2/2025,15/5/2025,2000,HOURS,MIGRATION,,,
924,1083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
925,1084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
926,1085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
927,1086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
928,1087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
929,1088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
930,1089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
931,1090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
932,1091,4500,6,12/6/2025,4365,250,16/4/2025,19/5/2025,4250,HOURS,MIGRATION,,,
933,1092,4265,5,30/6/2025,4045,250,14/5/2025,19/5/2025,4015,HOURS,MIGRATION,,,
934,1093,3746,5,25/6/2025,3551,250,8/5/2025,19/5/2025,3496,HOURS,MIGRATION,,,
935,1094,2500,4,18/6/2025,2377,250,28/4/2025,20/5/2025,2250,HOURS,MIGRATION,,,
936,1095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
937,1096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
938,1097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
939,1098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
940,1099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
941,1100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
942,1101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
943,1102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
944,1103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
945,1104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
946,1105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
947,1106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
948,1107,4500,5,2/6/2025,4431,250,26/4/2025,20/5/2025,4250,HOURS,MIGRATION,,,
949,1108,3500,4,30/5/2025,3464,250,11/4/2025,20/5/2025,3250,HOURS,MIGRATION,,,
950,1109,3500,4,11/7/2025,3264,250,19/3/2025,17/5/2025,3250,HOURS,MIGRATION,,,
951,1110,4250,6,18/6/2025,4071,250,10/5/2025,19/5/2025,4000,HOURS,MIGRATION,,,
952,1111,3000,5,2/6/2025,2931,250,25/4/2025,19/5/2025,2750,HOURS,MIGRATION,,,
953,1112,2547,6,11/6/2025,2407,250,5/5/2025,19/5/2025,2297,HOURS,MIGRATION,,,
954,1113,3250,NULL,NULL,3270,250,3/4/2025,19/5/2025,3000,DAY,MIGRATION,,,
955,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
956,1115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
957,1116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
958,1117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
959,1118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
960,1119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
961,1120,250,1,23/7/2025,175,250,NULL,9/5/2025,NULL,HOURS,MIGRATION,,,
962,1121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
963,1122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
964,1123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
965,1124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
966,1125,NULL,NULL,NULL,NULL,NULL,NULL,11/3/2025,NULL,HOURS,MIGRATION,,,
967,1126,NULL,NULL,NULL,NULL,NULL,NULL,9/3/2025,NULL,HOURS,MIGRATION,,,
968,1127,NULL,NULL,NULL,NULL,NULL,NULL,18/3/2025,NULL,HOURS,MIGRATION,,,
969,1128,NULL,NULL,NULL,NULL,NULL,NULL,19/3/2025,NULL,HOURS,MIGRATION,,,
970,1129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
971,1130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
972,1131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
973,1132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
974,1133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
975,1134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
976,1135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
977,1136,NULL,NULL,NULL,NULL,NULL,NULL,19/3/2025,NULL,HOURS,MIGRATION,,,
978,1137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
979,1138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
980,1139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
981,1140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
982,1141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
983,1142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
984,1143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
985,1144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
986,1145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
987,1146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
988,1147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
989,1148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
990,1149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
991,1150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
992,1151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
993,1152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
994,1153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
995,1154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
996,1155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
997,1156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
998,1157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
999,1158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1000,1159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1001,1160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1002,1161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1003,1162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1004,1163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1005,1164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1006,1165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1007,1166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1008,1167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1009,1168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1010,1169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1011,1170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1012,1171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1013,1172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1014,1173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1015,1174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1016,1175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1017,1176,4250,6,18/9/2026,1334,250,18/2/2024,14/5/2025,4000,HOURS,MIGRATION,,,
1018,1177,12500,15,1/6/2025,12310,250,17/5/2025,19/5/2025,12250,HOURS,MIGRATION,,,
1019,1178,7000,10,1/6/2025,6884,250,13/5/2025,20/5/2025,6750,HOURS,MIGRATION,,,
1020,1179,1000,NULL,NULL,NULL,250,14/5/2023,NULL,750,HOURS,MIGRATION,,,
1021,1180,10000,NULL,NULL,0,10000,NULL,14/5/2025,NULL,DAY,MIGRATION,,,
1022,1181,3000,4,18/6/2025,2865,250,26/3/2025,19/5/2025,2750,HOURS,MIGRATION,,,
1023,1182,10000,NULL,NULL,0,10000,NULL,7/2/2025,NULL,DAY,MIGRATION,,,
1024,1183,10000,NULL,NULL,0,10000,NULL,8/4/2025,NULL,HOURS,MIGRATION,,,
1025,1184,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,DAY,MIGRATION,,,
1026,1185,10000,NULL,NULL,0,10000,NULL,9/1/2025,NULL,DAY,MIGRATION,,,
1027,1186,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,DAY,MIGRATION,,,
1028,1187,5750,9,13/6/2025,5539,250,17/5/2025,20/5/2025,5500,HOURS,MIGRATION,,,
1029,1188,4013,7,18/5/2025,3920,250,5/4/2025,5/5/2025,3763,HOURS,MIGRATION,,,
1030,1189,10000,NULL,NULL,NULL,10000,NULL,NULL,NULL,DAY,MIGRATION,,,
1031,1190,750,1,30/6/2025,690,250,29/7/2024,19/5/2025,500,HOURS,MIGRATION,,,
1032,1191,3500,6,27/5/2025,3455,250,9/4/2025,19/5/2025,3250,HOURS,MIGRATION,,,
1033,1192,5250,12,9/6/2025,4982,250,15/5/2025,17/5/2025,5000,HOURS,MIGRATION,,,
1034,1193,3550,12,30/5/2025,3418,250,13/5/2025,19/5/2025,3300,HOURS,MIGRATION,,,
1035,1194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1036,1195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1037,1196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1038,1197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1039,1198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1040,1199,4250,4,12/7/2025,4022,250,8/5/2025,19/5/2025,4000,HOURS,MIGRATION,,,
1041,1200,3000,4,6/7/2025,2832,250,11/5/2025,20/5/2025,2750,HOURS,MIGRATION,,,
1042,1201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1043,1202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1044,1203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1045,1204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1046,1205,NULL,NULL,NULL,0,NULL,NULL,13/5/2025,NULL,DAY,MIGRATION,,,
1047,1206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1048,1207,NULL,NULL,NULL,0,NULL,NULL,16/4/2025,NULL,DAY,MIGRATION,,,
1049,1208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1050,1209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1051,1210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DAY,MIGRATION,,,
1052,1211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
1053,1212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOURS,MIGRATION,,,
